title,description,location
EIU Viewpoint (Formerly Economist Intelligence Unit),"<p>In-depth country analysis and data, including descriptions of the politics, economy, risk, regulation, and business environment of a country. Also includes analysis of global automotive, consumer goods, energy, financial services, healthcare, and telecommunications industries. This service&#39;s Data tool can be used to compare economic data across or within countries.</p>",https://viewpoint.eiu.com
EcoSal Plus,Web resource based on the classic publication Escherichia coli and Salmonella: Cellular and Molecular Biology. Primarily for the E. coli/Salmonella research community and all cellular and microbial biologists.,https://www.asmscience.org/content/journal/ecosalplus
EDGAR Database of Corporate Information,EDGAR database provides searchable access to U.S. Securities and Exchange Commission (SEC) corporate filings.,https://www.sec.gov/edgar.shtml
Education Full Text (H.W. Wilson),<p>This education database indexes English language articles in periodicals and books. Selected full-text coverage of articles begins in January 1996. Abstracts are provided beginning in January 1994. Books coverage begins in 1995.</p>,"https://access.library.miami.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=eft"
Education Index Retrospective: 1929-1983 (H.W. Wilson),<p>Education Index Retrospective is a bibliographic database of more than half a century of indexing from an international range of English-language periodicals. Coverage includes indexing of over 500 publications that are the equivalent of 33 print cumulations using contemporary terms.</p>,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=eir"
Eighteenth Century Collections Online,"<p>Eighteenth Century Collections Online Parts I and 2 combined now contain over 180,000 titles (200,000 volumes), adding to the depth of 18th century research. The titles cover the same subjects areas as the original collection, with a special emphasis on Literature, Social Science and Religion titles. The Collection includes materials such as books, broadsides, Bibles, tract books, sermons, and printed ephemera. Content includes works by lesser known authors and complete works by twenty-eight major authors including Alexander Pope, Benjamin Franklin, Thomas Paine, and Henry Fielding. Content also includes significant women writers, collections about the French Revolution, numerous editions of the works of Shakespeare, and multiple editions of individual works. The second edition includes nearly 50,000 titles and 7 million pages from the library holdings of world-renowned institutions such as the British Library, Bodleian, Cambridge, National Library of Scotland and the Ransom Center at the University of Texas.</p>",https://infotrac.galegroup.com/itweb/miami_richter?db=ECCO
EIS: Digest of Environmental Impact Statements,Indexes and abstracts environmental impact statements the Federal Government releases each year; includes subfile Environmental Routenet.,https://search.proquest.com/eisdigests/advanced
Revistas UNAM,Full-text of selected journals published by the National Autonomous University of Mexico.,https://revistas.unam.mx/catalogo/
Nuevo Herald (1976 - Current),"Spanish language newspaper published daily by the Miami Herald, Miami, Florida. Includes a Cuban section, news of interest to many Latin groups in the Miami area, as well as international, national, and regional news, cultural information, and services.",http://infoweb.newsbank.com/apps/news/browse-multi?p=WORLDNEWS&amp;t=favorite%3ANUEVO%21El%20Nuevo%20Herald
ELDIS - Development &amp;amp; Environment Information,"Eldis is a&amp;nbsp;gateway to global development information on international development issues. It provides free and easy access to materials on developing countries including summaries and links to documents, library catalogues, international development newsfeeds, e-mail discussion lists and resource guides. The database includes over 40,000 summaries and provides free links to full-text research and policy documents from over 8,000 publishers.",http://www.eldis.org/
Electronics and Communications Abstracts (merged with Advanced Technologies &amp;amp; Aerospace),"<p>Electronic and Communications Abstracts indexes world literature on circuits, components and materials, photonics, control and systems, telecommunications, equipment and instrumentation, power systems and electrical engineering. This database provides international coverage as well as coverage of numerous non-serial publications. Sources covered include over 3,000 periodicals, conference proceedings, technical reports, trade journal/newsletter items, patents, books, and press releases. Updated once a month with approximately 25,000 new records added every year. Now part of Advanced Technologies Aerospace.</p>",https://search.proquest.com/electronicscomms/advanced?accountid=14585
